BIOMD0000000002,1,0,0,0,0
BIOMD0000000026,1,0,0,0,0
BIOMD0000000028,1,0,0,0,0
BIOMD0000000035,1,0,0,0,0
BIOMD0000000040,1,0,1,0,1
BIOMD0000000057,1,0,1,0,1
BIOMD0000000080,0,0,1,0,1
BIOMD0000000082,0,0,1,0,1
BIOMD0000000092,1,0,1,0,1
BIOMD0000000233,1,0,1,0,1
BIOMD0000000257,1,0,0,0,0
BIOMD0000000357,1,1,1,1,1
BIOMD0000000359,0,0,0,0,0
BIOMD0000000360,1,0,0,0,0
BIOMD0000000361,0,1,1,1,1
BIOMD0000000364,1,0,1,0,1
BIOMD0000000405,1,0,0,0,0
BIOMD0000000413,0,0,0,0,0
BIOMD0000000447,1,0,0,0,0
BIOMD0000000486,1,1,1,1,1
BIOMD0000000487,1,0,1,0,1
BIOMD0000000500,1,0,0,0,0
BIOMD0000000629,0,1,1,1,1
BIOMD0000000637,1,0,0,0,0
BIOMD0000000647,1,0,1,0,1
BIOMD0000000692,0,0,1,0,1
BIOMD0000000854,1,0,1,0,1
BIOMD0000000868,1,0,0,0,0
BIOMD0000000870,1,0,0,0,0
BIOMD0000000871,1,0,0,0,0
BIOMD0000000987,1,0,1,0,1
